variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-37M,neg_hard,5,0,0.780572024880583,0.10549374512234408,0.6101942731612259,0.13439351692984627,0.7145851613850744,0.09206312782051769,0.6811476398453704,0.12048079666494634,0.7316434030012072,0.09247410286398032,0.5825373151596207,0.07756465714511669,0.19224264346722092,0.06088229930173478
