variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-37M,neg_whole_corpus,5,0,0.9247034321098635,0.03707831627317352,0.832995211791839,0.07537159917732482,0.8775827481449854,0.01590892540964795,0.8396863488673235,0.06944511966533735,0.887450321577161,0.016276412943861094,0.7693623086923719,0.046328127490931854,0.09127362947202419,0.014578564664439455
